country;year;sex;age;suicides_no;population;suicides/100k pop;country-year;HDI for year; gdp_for_year ($) ;gdp_per_capita ($);generation
Bahrain;2010;female;75+ years;0;4625;0;Bahrain2010;0.819;25,713,271,277;22572;Silent
Bahrain;2010;male;15-24 years;0;103388;0;Bahrain2010;0.819;25,713,271,277;22572;Millenials
Bahrain;2010;male;5-14 years;0;81414;0;Bahrain2010;0.819;25,713,271,277;22572;Generation Z
Bahrain;2010;male;75+ years;0;4289;0;Bahrain2010;0.819;25,713,271,277;22572;Silent
Bahrain;2011;male;15-24 years;3;101695;фев.95;Bahrain2011;0.817;28,776,595,745;26078;Millenials
Bahrain;2011;male;55-74 years;1;43883;фев.28;Bahrain2011;0.817;28,776,595,745;26078;Boomers
Bahrain;2011;female;25-34 years;2;98138;02.апр;Bahrain2011;0.817;28,776,595,745;26078;Millenials
Bahrain;2011;male;25-34 years;4;220691;янв.81;Bahrain2011;0.817;28,776,595,745;26078;Millenials
Bahrain;2011;male;35-54 years;4;242955;янв.65;Bahrain2011;0.817;28,776,595,745;26078;Generation X
Bahrain;2011;female;35-54 years;2;123582;янв.62;Bahrain2011;0.817;28,776,595,745;26078;Generation X
Bahrain;2011;female;15-24 years;1;75788;янв.32;Bahrain2011;0.817;28,776,595,745;26078;Millenials
Bahrain;2011;female;5-14 years;1;77270;янв.29;Bahrain2011;0.817;28,776,595,745;26078;Generation Z
Bahrain;2011;female;55-74 years;0;29140;0;Bahrain2011;0.817;28,776,595,745;26078;Boomers
Bahrain;2011;female;75+ years;0;4742;0;Bahrain2011;0.817;28,776,595,745;26078;Silent
Bahrain;2011;male;5-14 years;0;81209;0;Bahrain2011;0.817;28,776,595,745;26078;Generation Z
Bahrain;2011;male;75+ years;0;4369;0;Bahrain2011;0.817;28,776,595,745;26078;Silent
Bahrain;2012;male;25-34 years;11;237133;апр.64;Bahrain2012;0.819;30,749,308,511;25587;Millenials
Bahrain;2012;male;35-54 years;6;268027;фев.24;Bahrain2012;0.819;30,749,308,511;25587;Generation X
Bahrain;2012;female;25-34 years;1;110796;0.9;Bahrain2012;0.819;30,749,308,511;25587;Millenials
Bahrain;2012;male;15-24 years;1;111603;0.9;Bahrain2012;0.819;30,749,308,511;25587;Millenials
Bahrain;2012;female;15-24 years;0;81091;0;Bahrain2012;0.819;30,749,308,511;25587;Millenials
Bahrain;2012;female;35-54 years;0;135976;0;Bahrain2012;0.819;30,749,308,511;25587;Generation X
Bahrain;2012;female;5-14 years;0;81275;0;Bahrain2012;0.819;30,749,308,511;25587;Generation Z
Bahrain;2012;female;55-74 years;0;31641;0;Bahrain2012;0.819;30,749,308,511;25587;Boomers
Bahrain;2012;female;75+ years;0;4548;0;Bahrain2012;0.819;30,749,308,511;25587;Silent
Bahrain;2012;male;5-14 years;0;85538;0;Bahrain2012;0.819;30,749,308,511;25587;Generation Z
Bahrain;2012;male;55-74 years;0;50001;0;Bahrain2012;0.819;30,749,308,511;25587;Boomers
Bahrain;2012;male;75+ years;0;4149;0;Bahrain2012;0.819;30,749,308,511;25587;Silent
Bahrain;2013;male;15-24 years;1;110064;0.91;Bahrain2013;0.821;32,539,547,872;26793;Millenials
Bahrain;2013;male;25-34 years;2;237632;0.84;Bahrain2013;0.821;32,539,547,872;26793;Millenials
Bahrain;2013;male;35-54 years;2;269162;0.74;Bahrain2013;0.821;32,539,547,872;26793;Generation X
Bahrain;2013;female;15-24 years;0;80476;0;Bahrain2013;0.821;32,539,547,872;26793;Millenials
Bahrain;2013;female;25-34 years;0;112513;0;Bahrain2013;0.821;32,539,547,872;26793;Millenials
Bahrain;2013;female;35-54 years;0;139352;0;Bahrain2013;0.821;32,539,547,872;26793;Generation X
Bahrain;2013;female;5-14 years;0;82726;0;Bahrain2013;0.821;32,539,547,872;26793;Generation Z
Bahrain;2013;female;55-74 years;0;33780;0;Bahrain2013;0.821;32,539,547,872;26793;Boomers
Bahrain;2013;female;75+ years;0;4859;0;Bahrain2013;0.821;32,539,547,872;26793;Silent
Bahrain;2013;male;5-14 years;0;86269;0;Bahrain2013;0.821;32,539,547,872;26793;Generation Z
Bahrain;2013;male;55-74 years;0;53308;0;Bahrain2013;0.821;32,539,547,872;26793;Boomers
Bahrain;2013;male;75+ years;0;4351;0;Bahrain2013;0.821;32,539,547,872;26793;Silent
Bahrain;2014;male;15-24 years;4;100635;мар.97;Bahrain2014;0.824;33,387,712,766;27503;Millenials
Bahrain;2014;male;25-34 years;3;237952;янв.26;Bahrain2014;0.824;33,387,712,766;27503;Millenials
Bahrain;2014;female;25-34 years;1;110838;0.9;Bahrain2014;0.824;33,387,712,766;27503;Millenials
Bahrain;2014;male;35-54 years;1;258922;0.39;Bahrain2014;0.824;33,387,712,766;27503;Generation X
Bahrain;2014;female;15-24 years;0;78926;0;Bahrain2014;0.824;33,387,712,766;27503;Millenials
Bahrain;2014;female;35-54 years;0;139103;0;Bahrain2014;0.824;33,387,712,766;27503;Generation X
Bahrain;2014;female;5-14 years;0;82452;0;Bahrain2014;0.824;33,387,712,766;27503;Generation Z
Bahrain;2014;female;55-74 years;0;41406;0;Bahrain2014;0.824;33,387,712,766;27503;Boomers
Bahrain;2014;female;75+ years;0;6154;0;Bahrain2014;0.824;33,387,712,766;27503;Silent
Bahrain;2014;male;5-14 years;0;86539;0;Bahrain2014;0.824;33,387,712,766;27503;Generation Z
Bahrain;2014;male;55-74 years;0;64351;0;Bahrain2014;0.824;33,387,712,766;27503;Boomers
Bahrain;2014;male;75+ years;0;6688;0;Bahrain2014;0.824;33,387,712,766;27503;Silent
Barbados;1985;male;75+ years;1;4000;25;Barbados1985;0.7;1,417,575,550;6137;G.I. Generation
Barbados;1985;male;55-74 years;3;13000;23.авг;Barbados1985;0.7;1,417,575,550;6137;G.I. Generation
Barbados;1985;female;25-34 years;2;22000;09.сен;Barbados1985;0.7;1,417,575,550;6137;Boomers
Barbados;1985;male;25-34 years;1;22000;апр.55;Barbados1985;0.7;1,417,575,550;6137;Boomers
Barbados;1985;female;15-24 years;0;26000;0;Barbados1985;0.7;1,417,575,550;6137;Generation X
Barbados;1985;female;35-54 years;0;24000;0;Barbados1985;0.7;1,417,575,550;6137;Silent
Barbados;1985;female;5-14 years;0;24000;0;Barbados1985;0.7;1,417,575,550;6137;Generation X
Barbados;1985;female;55-74 years;0;19000;0;Barbados1985;0.7;1,417,575,550;6137;G.I. Generation
Barbados;1985;female;75+ years;0;7000;0;Barbados1985;0.7;1,417,575,550;6137;G.I. Generation
Barbados;1985;male;15-24 years;0;26000;0;Barbados1985;0.7;1,417,575,550;6137;Generation X
Barbados;1985;male;35-54 years;0;20000;0;Barbados1985;0.7;1,417,575,550;6137;Silent
Barbados;1985;male;5-14 years;0;24000;0;Barbados1985;0.7;1,417,575,550;6137;Generation X
Barbados;1986;male;35-54 years;4;20000;20;Barbados1986;;1,556,321,742;6720;Silent
Barbados;1986;male;15-24 years;2;26200;июл.63;Barbados1986;;1,556,321,742;6720;Generation X
Barbados;1986;female;25-34 years;1;22000;апр.55;Barbados1986;;1,556,321,742;6720;Boomers
Barbados;1986;male;25-34 years;1;22000;апр.55;Barbados1986;;1,556,321,742;6720;Boomers
Barbados;1986;female;15-24 years;0;26200;0;Barbados1986;;1,556,321,742;6720;Generation X
Barbados;1986;female;35-54 years;0;24000;0;Barbados1986;;1,556,321,742;6720;Silent
Barbados;1986;female;5-14 years;0;24100;0;Barbados1986;;1,556,321,742;6720;Generation X
Barbados;1986;female;55-74 years;0;19000;0;Barbados1986;;1,556,321,742;6720;G.I. Generation
Barbados;1986;female;75+ years;0;7000;0;Barbados1986;;1,556,321,742;6720;G.I. Generation
Barbados;1986;male;5-14 years;0;24100;0;Barbados1986;;1,556,321,742;6720;Generation X
Barbados;1986;male;55-74 years;0;13000;0;Barbados1986;;1,556,321,742;6720;G.I. Generation
Barbados;1986;male;75+ years;0;4000;0;Barbados1986;;1,556,321,742;6720;G.I. Generation
Barbados;1987;female;35-54 years;2;24400;08.фев;Barbados1987;;1,713,771,321;7333;Silent
Barbados;1987;male;55-74 years;1;13000;июл.69;Barbados1987;;1,713,771,321;7333;G.I. Generation
Barbados;1987;male;35-54 years;1;20200;апр.95;Barbados1987;;1,713,771,321;7333;Silent
Barbados;1987;male;25-34 years;1;22200;04.май;Barbados1987;;1,713,771,321;7333;Boomers
Barbados;1987;male;5-14 years;1;24300;04.дек;Barbados1987;;1,713,771,321;7333;Generation X
Barbados;1987;female;15-24 years;0;26400;0;Barbados1987;;1,713,771,321;7333;Generation X
Barbados;1987;female;25-34 years;0;22200;0;Barbados1987;;1,713,771,321;7333;Boomers
Barbados;1987;female;5-14 years;0;24300;0;Barbados1987;;1,713,771,321;7333;Generation X
Barbados;1987;female;55-74 years;0;19300;0;Barbados1987;;1,713,771,321;7333;G.I. Generation
Barbados;1987;female;75+ years;0;7000;0;Barbados1987;;1,713,771,321;7333;G.I. Generation
Barbados;1987;male;15-24 years;0;26400;0;Barbados1987;;1,713,771,321;7333;Generation X
Barbados;1987;male;75+ years;0;4000;0;Barbados1987;;1,713,771,321;7333;G.I. Generation
Barbados;1988;male;25-34 years;5;22400;22.32;Barbados1988;;1,822,815,594;7763;Boomers
Barbados;1988;male;35-54 years;3;20400;14.71;Barbados1988;;1,822,815,594;7763;Silent
Barbados;1988;male;55-74 years;1;13100;июл.63;Barbados1988;;1,822,815,594;7763;G.I. Generation
Barbados;1988;male;15-24 years;2;26400;июл.58;Barbados1988;;1,822,815,594;7763;Generation X
Barbados;1988;female;55-74 years;1;19400;май.15;Barbados1988;;1,822,815,594;7763;G.I. Generation
Barbados;1988;female;15-24 years;0;26400;0;Barbados1988;;1,822,815,594;7763;Generation X
Barbados;1988;female;25-34 years;0;22400;0;Barbados1988;;1,822,815,594;7763;Boomers
Barbados;1988;female;35-54 years;0;24400;0;Barbados1988;;1,822,815,594;7763;Silent
Barbados;1988;female;5-14 years;0;24400;0;Barbados1988;;1,822,815,594;7763;Generation X
Barbados;1988;female;75+ years;0;7100;0;Barbados1988;;1,822,815,594;7763;G.I. Generation
Barbados;1988;male;5-14 years;0;24400;0;Barbados1988;;1,822,815,594;7763;Generation X
Barbados;1988;male;75+ years;0;4000;0;Barbados1988;;1,822,815,594;7763;G.I. Generation
Barbados;1989;male;35-54 years;6;23000;26.сен;Barbados1989;;2,015,731,029;8541;Silent
Barbados;1989;male;55-74 years;2;14000;14.29;Barbados1989;;2,015,731,029;8541;G.I. Generation
Barbados;1989;male;15-24 years;3;25000;12;Barbados1989;;2,015,731,029;8541;Generation X
Barbados;1989;female;25-34 years;2;23000;08.июл;Barbados1989;;2,015,731,029;8541;Boomers
Barbados;1989;female;15-24 years;2;24000;авг.33;Barbados1989;;2,015,731,029;8541;Generation X
Barbados;1989;male;25-34 years;1;24000;апр.17;Barbados1989;;2,015,731,029;8541;Boomers
Barbados;1989;female;35-54 years;0;26000;0;Barbados1989;;2,015,731,029;8541;Silent
Barbados;1989;female;5-14 years;0;22000;0;Barbados1989;;2,015,731,029;8541;Generation X
Barbados;1989;female;55-74 years;0;20000;0;Barbados1989;;2,015,731,029;8541;G.I. Generation
Barbados;1989;female;75+ years;0;8000;0;Barbados1989;;2,015,731,029;8541;G.I. Generation
Barbados;1989;male;5-14 years;0;22000;0;Barbados1989;;2,015,731,029;8541;Generation X
Barbados;1989;male;75+ years;0;5000;0;Barbados1989;;2,015,731,029;8541;G.I. Generation
Barbados;1990;male;75+ years;3;5000;60;Barbados1990;0.716;2,023,318,252;8537;G.I. Generation
Barbados;1990;male;35-54 years;5;24000;20.83;Barbados1990;0.716;2,023,318,252;8537;Silent
Barbados;1990;male;55-74 years;2;13000;15.38;Barbados1990;0.716;2,023,318,252;8537;G.I. Generation
Barbados;1990;male;25-34 years;2;24000;авг.33;Barbados1990;0.716;2,023,318,252;8537;Boomers
Barbados;1990;female;35-54 years;2;26000;июл.69;Barbados1990;0.716;2,023,318,252;8537;Silent
Barbados;1990;female;55-74 years;1;20000;5;Barbados1990;0.716;2,023,318,252;8537;G.I. Generation
Barbados;1990;male;15-24 years;1;25000;4;Barbados1990;0.716;2,023,318,252;8537;Generation X
Barbados;1990;female;15-24 years;0;24000;0;Barbados1990;0.716;2,023,318,252;8537;Generation X
Barbados;1990;female;25-34 years;0;23000;0;Barbados1990;0.716;2,023,318,252;8537;Boomers
Barbados;1990;female;5-14 years;0;22000;0;Barbados1990;0.716;2,023,318,252;8537;Generation X
Barbados;1990;female;75+ years;0;9000;0;Barbados1990;0.716;2,023,318,252;8537;G.I. Generation
Barbados;1990;male;5-14 years;0;22000;0;Barbados1990;0.716;2,023,318,252;8537;Generation X
Barbados;1991;male;35-54 years;5;25000;20;Barbados1991;;2,007,109,829;8469;Boomers
Barbados;1991;male;25-34 years;4;23000;17.39;Barbados1991;;2,007,109,829;8469;Boomers
Barbados;1991;female;55-74 years;3;20000;15;Barbados1991;;2,007,109,829;8469;Silent
Barbados;1991;male;15-24 years;3;24000;12.май;Barbados1991;;2,007,109,829;8469;Generation X
Barbados;1991;male;55-74 years;1;13000;июл.69;Barbados1991;;2,007,109,829;8469;Silent
Barbados;1991;female;25-34 years;1;23000;апр.35;Barbados1991;;2,007,109,829;8469;Boomers
Barbados;1991;female;15-24 years;0;24000;0;Barbados1991;;2,007,109,829;8469;Generation X
Barbados;1991;female;35-54 years;0;28000;0;Barbados1991;;2,007,109,829;8469;Boomers
Barbados;1991;female;5-14 years;0;20000;0;Barbados1991;;2,007,109,829;8469;Millenials
Barbados;1991;female;75+ years;0;9000;0;Barbados1991;;2,007,109,829;8469;G.I. Generation
Barbados;1991;male;5-14 years;0;22000;0;Barbados1991;;2,007,109,829;8469;Millenials
Barbados;1991;male;75+ years;0;6000;0;Barbados1991;;2,007,109,829;8469;G.I. Generation
Barbados;1992;male;35-54 years;5;26000;19.23;Barbados1992;;1,950,900,000;8129;Boomers
Barbados;1992;male;25-34 years;4;23000;17.39;Barbados1992;;1,950,900,000;8129;Boomers
Barbados;1992;male;55-74 years;2;14000;14.29;Barbados1992;;1,950,900,000;8129;Silent
Barbados;1992;female;55-74 years;1;20000;5;Barbados1992;;1,950,900,000;8129;Silent
Barbados;1992;female;25-34 years;1;24000;апр.17;Barbados1992;;1,950,900,000;8129;Boomers
Barbados;1992;female;35-54 years;1;29000;мар.45;Barbados1992;;1,950,900,000;8129;Boomers
Barbados;1992;female;15-24 years;0;24000;0;Barbados1992;;1,950,900,000;8129;Generation X
Barbados;1992;female;5-14 years;0;20000;0;Barbados1992;;1,950,900,000;8129;Millenials
Barbados;1992;female;75+ years;0;9000;0;Barbados1992;;1,950,900,000;8129;G.I. Generation
Barbados;1992;male;15-24 years;0;24000;0;Barbados1992;;1,950,900,000;8129;Generation X
Barbados;1992;male;5-14 years;0;21000;0;Barbados1992;;1,950,900,000;8129;Millenials
Barbados;1992;male;75+ years;0;6000;0;Barbados1992;;1,950,900,000;8129;G.I. Generation
Barbados;1993;male;55-74 years;3;13700;21.сен;Barbados1993;;2,046,189,032;8540;Silent
Barbados;1993;male;15-24 years;5;23400;21.37;Barbados1993;;2,046,189,032;8540;Generation X
Barbados;1993;male;75+ years;1;5300;18.87;Barbados1993;;2,046,189,032;8540;G.I. Generation
Barbados;1993;male;25-34 years;3;23900;дек.55;Barbados1993;;2,046,189,032;8540;Boomers
Barbados;1993;male;35-54 years;3;27400;окт.95;Barbados1993;;2,046,189,032;8540;Boomers
Barbados;1993;female;55-74 years;1;18900;май.29;Barbados1993;;2,046,189,032;8540;Silent
Barbados;1993;female;15-24 years;0;22900;0;Barbados1993;;2,046,189,032;8540;Generation X
Barbados;1993;female;25-34 years;0;23100;0;Barbados1993;;2,046,189,032;8540;Boomers
Barbados;1993;female;35-54 years;0;29600;0;Barbados1993;;2,046,189,032;8540;Boomers
Barbados;1993;female;5-14 years;0;20700;0;Barbados1993;;2,046,189,032;8540;Millenials
Barbados;1993;female;75+ years;0;9600;0;Barbados1993;;2,046,189,032;8540;G.I. Generation
Barbados;1993;male;5-14 years;0;21100;0;Barbados1993;;2,046,189,032;8540;Millenials
Barbados;1994;male;55-74 years;3;13500;22.22;Barbados1994;;2,151,295,182;8953;Silent
Barbados;1994;male;35-54 years;5;28600;17.48;Barbados1994;;2,151,295,182;8953;Boomers
Barbados;1994;female;55-74 years;2;18800;окт.64;Barbados1994;;2,151,295,182;8953;Silent
Barbados;1994;male;5-14 years;1;21100;апр.74;Barbados1994;;2,151,295,182;8953;Millenials
Barbados;1994;female;25-34 years;1;22900;апр.37;Barbados1994;;2,151,295,182;8953;Boomers
Barbados;1994;male;15-24 years;1;22900;апр.37;Barbados1994;;2,151,295,182;8953;Generation X
Barbados;1994;female;35-54 years;1;30700;мар.26;Barbados1994;;2,151,295,182;8953;Boomers
Barbados;1994;female;15-24 years;0;22500;0;Barbados1994;;2,151,295,182;8953;Generation X
Barbados;1994;female;5-14 years;0;20500;0;Barbados1994;;2,151,295,182;8953;Millenials
Barbados;1994;female;75+ years;0;9700;0;Barbados1994;;2,151,295,182;8953;G.I. Generation
Barbados;1994;male;25-34 years;0;23800;0;Barbados1994;;2,151,295,182;8953;Boomers
Barbados;1994;male;75+ years;0;5300;0;Barbados1994;;2,151,295,182;8953;G.I. Generation
Barbados;1995;male;25-34 years;7;23600;29.66;Barbados1995;0.731;2,261,969,870;9378;Generation X
Barbados;1995;male;35-54 years;3;30000;10;Barbados1995;0.731;2,261,969,870;9378;Boomers
Barbados;1995;female;15-24 years;2;22000;09.сен;Barbados1995;0.731;2,261,969,870;9378;Generation X
Barbados;1995;male;55-74 years;1;13400;июл.46;Barbados1995;0.731;2,261,969,870;9378;Silent
Barbados;1995;female;35-54 years;2;31800;июн.29;Barbados1995;0.731;2,261,969,870;9378;Boomers
Barbados;1995;female;55-74 years;1;18700;май.35;Barbados1995;0.731;2,261,969,870;9378;Silent
Barbados;1995;male;15-24 years;1;22500;апр.44;Barbados1995;0.731;2,261,969,870;9378;Generation X
Barbados;1995;female;25-34 years;0;22700;0;Barbados1995;0.731;2,261,969,870;9378;Generation X
Barbados;1995;female;5-14 years;0;20400;0;Barbados1995;0.731;2,261,969,870;9378;Millenials
Barbados;1995;female;75+ years;0;9800;0;Barbados1995;0.731;2,261,969,870;9378;G.I. Generation
Barbados;1995;male;5-14 years;0;21000;0;Barbados1995;0.731;2,261,969,870;9378;Millenials
Barbados;1995;male;75+ years;0;5300;0;Barbados1995;0.731;2,261,969,870;9378;G.I. Generation
Barbados;2000;male;25-34 years;4;20974;19.июл;Barbados2000;0.753;3,121,500,000;12430;Generation X
Barbados;2000;male;35-54 years;3;37000;08.ноя;Barbados2000;0.753;3,121,500,000;12430;Boomers
Barbados;2000;male;15-24 years;1;20032;апр.99;Barbados2000;0.753;3,121,500,000;12430;Generation X
Barbados;2000;female;35-54 years;2;40354;апр.96;Barbados2000;0.753;3,121,500,000;12430;Boomers
Barbados;2000;female;15-24 years;0;19594;0;Barbados2000;0.753;3,121,500,000;12430;Generation X
Barbados;2000;female;25-34 years;0;21656;0;Barbados2000;0.753;3,121,500,000;12430;Generation X
Barbados;2000;female;5-14 years;0;19999;0;Barbados2000;0.753;3,121,500,000;12430;Millenials
Barbados;2000;female;55-74 years;0;20755;0;Barbados2000;0.753;3,121,500,000;12430;Silent
Barbados;2000;female;75+ years;0;8653;0;Barbados2000;0.753;3,121,500,000;12430;G.I. Generation
Barbados;2000;male;5-14 years;0;20504;0;Barbados2000;0.753;3,121,500,000;12430;Millenials
Barbados;2000;male;55-74 years;0;16361;0;Barbados2000;0.753;3,121,500,000;12430;Silent
Barbados;2000;male;75+ years;0;5251;0;Barbados2000;0.753;3,121,500,000;12430;G.I. Generation
Barbados;2001;male;55-74 years;1;16682;май.99;Barbados2001;;3,116,650,000;12348;Silent
Barbados;2001;male;35-54 years;1;37608;фев.66;Barbados2001;;3,116,650,000;12348;Boomers
Barbados;2001;female;15-24 years;0;19589;0;Barbados2001;;3,116,650,000;12348;Millenials
Barbados;2001;female;25-34 years;0;21392;0;Barbados2001;;3,116,650,000;12348;Generation X
Barbados;2001;female;35-54 years;0;41070;0;Barbados2001;;3,116,650,000;12348;Boomers
Barbados;2001;female;5-14 years;0;19856;0;Barbados2001;;3,116,650,000;12348;Millenials
Barbados;2001;female;55-74 years;0;20967;0;Barbados2001;;3,116,650,000;12348;Silent
Barbados;2001;female;75+ years;0;8830;0;Barbados2001;;3,116,650,000;12348;Silent
Barbados;2001;male;15-24 years;0;19949;0;Barbados2001;;3,116,650,000;12348;Millenials
Barbados;2001;male;25-34 years;0;20762;0;Barbados2001;;3,116,650,000;12348;Generation X
Barbados;2001;male;5-14 years;0;20312;0;Barbados2001;;3,116,650,000;12348;Millenials
Barbados;2001;male;75+ years;0;5389;0;Barbados2001;;3,116,650,000;12348;Silent
Barbados;2002;female;15-24 years;0;19595;0;Barbados2002;;3,169,600,000;12511;Millenials
Barbados;2002;female;25-34 years;0;21133;0;Barbados2002;;3,169,600,000;12511;Generation X
Barbados;2002;female;35-54 years;0;41563;0;Barbados2002;;3,169,600,000;12511;Boomers
Barbados;2002;female;5-14 years;0;19674;0;Barbados2002;;3,169,600,000;12511;Millenials
Barbados;2002;female;55-74 years;0;21258;0;Barbados2002;;3,169,600,000;12511;Silent
Barbados;2002;female;75+ years;0;9003;0;Barbados2002;;3,169,600,000;12511;Silent
Barbados;2002;male;15-24 years;0;19863;0;Barbados2002;;3,169,600,000;12511;Millenials
Barbados;2002;male;25-34 years;0;20535;0;Barbados2002;;3,169,600,000;12511;Generation X
Barbados;2002;male;35-54 years;0;38009;0;Barbados2002;;3,169,600,000;12511;Boomers
Barbados;2002;male;5-14 years;0;20106;0;Barbados2002;;3,169,600,000;12511;Millenials
Barbados;2002;male;55-74 years;0;17104;0;Barbados2002;;3,169,600,000;12511;Silent
Barbados;2002;male;75+ years;0;5510;0;Barbados2002;;3,169,600,000;12511;Silent
Barbados;2003;female;15-24 years;0;19594;0;Barbados2003;;3,274,850,000;12887;Millenials
Barbados;2003;female;25-34 years;0;20882;0;Barbados2003;;3,274,850,000;12887;Generation X
Barbados;2003;female;35-54 years;0;41911;0;Barbados2003;;3,274,850,000;12887;Boomers
Barbados;2003;female;5-14 years;0;19479;0;Barbados2003;;3,274,850,000;12887;Millenials
Barbados;2003;female;55-74 years;0;21643;0;Barbados2003;;3,274,850,000;12887;Silent
Barbados;2003;female;75+ years;0;9139;0;Barbados2003;;3,274,850,000;12887;Silent
Barbados;2003;male;15-24 years;0;19769;0;Barbados2003;;3,274,850,000;12887;Millenials
Barbados;2003;male;25-34 years;0;20309;0;Barbados2003;;3,274,850,000;12887;Generation X
Barbados;2003;male;35-54 years;0;38276;0;Barbados2003;;3,274,850,000;12887;Boomers
Barbados;2003;male;5-14 years;0;19901;0;Barbados2003;;3,274,850,000;12887;Millenials
Barbados;2003;male;55-74 years;0;17621;0;Barbados2003;;3,274,850,000;12887;Silent
Barbados;2003;male;75+ years;0;5598;0;Barbados2003;;3,274,850,000;12887;Silent
Barbados;2004;male;35-54 years;3;38511;июл.79;Barbados2004;;3,514,350,000;13786;Boomers
Barbados;2004;female;15-24 years;0;19566;0;Barbados2004;;3,514,350,000;13786;Millenials
Barbados;2004;female;25-34 years;0;20656;0;Barbados2004;;3,514,350,000;13786;Generation X
Barbados;2004;female;35-54 years;0;42213;0;Barbados2004;;3,514,350,000;13786;Boomers
Barbados;2004;female;5-14 years;0;19280;0;Barbados2004;;3,514,350,000;13786;Millenials
Barbados;2004;female;55-74 years;0;22134;0;Barbados2004;;3,514,350,000;13786;Silent
Barbados;2004;female;75+ years;0;9237;0;Barbados2004;;3,514,350,000;13786;Silent
Barbados;2004;male;15-24 years;0;19657;0;Barbados2004;;3,514,350,000;13786;Millenials
Barbados;2004;male;25-34 years;0;20092;0;Barbados2004;;3,514,350,000;13786;Generation X
Barbados;2004;male;5-14 years;0;19715;0;Barbados2004;;3,514,350,000;13786;Millenials
Barbados;2004;male;55-74 years;0;18209;0;Barbados2004;;3,514,350,000;13786;Silent
Barbados;2004;male;75+ years;0;5655;0;Barbados2004;;3,514,350,000;13786;Silent
Barbados;2005;male;35-54 years;1;38767;фев.58;Barbados2005;0.765;3,897,300,000;15230;Boomers
Barbados;2005;female;15-24 years;0;19501;0;Barbados2005;0.765;3,897,300,000;15230;Millenials
Barbados;2005;female;25-34 years;0;20457;0;Barbados2005;0.765;3,897,300,000;15230;Generation X
Barbados;2005;female;35-54 years;0;42518;0;Barbados2005;0.765;3,897,300,000;15230;Boomers
Barbados;2005;female;5-14 years;0;19101;0;Barbados2005;0.765;3,897,300,000;15230;Millenials
Barbados;2005;female;55-74 years;0;22723;0;Barbados2005;0.765;3,897,300,000;15230;Silent
Barbados;2005;female;75+ years;0;9297;0;Barbados2005;0.765;3,897,300,000;15230;Silent
Barbados;2005;male;15-24 years;0;19524;0;Barbados2005;0.765;3,897,300,000;15230;Millenials
Barbados;2005;male;25-34 years;0;19893;0;Barbados2005;0.765;3,897,300,000;15230;Generation X
Barbados;2005;male;5-14 years;0;19569;0;Barbados2005;0.765;3,897,300,000;15230;Millenials
Barbados;2005;male;55-74 years;0;18856;0;Barbados2005;0.765;3,897,300,000;15230;Silent
Barbados;2005;male;75+ years;0;5683;0;Barbados2005;0.765;3,897,300,000;15230;Silent
Barbados;2006;male;75+ years;1;5792;17.27;Barbados2006;;4,246,600,000;16531;Silent
Barbados;2006;male;35-54 years;5;38972;дек.83;Barbados2006;;4,246,600,000;16531;Boomers
Barbados;2006;male;25-34 years;2;19677;окт.16;Barbados2006;;4,246,600,000;16531;Generation X
Barbados;2006;male;55-74 years;1;19527;05.дек;Barbados2006;;4,246,600,000;16531;Silent
Barbados;2006;female;15-24 years;0;19383;0;Barbados2006;;4,246,600,000;16531;Millenials
Barbados;2006;female;25-34 years;0;20256;0;Barbados2006;;4,246,600,000;16531;Generation X
Barbados;2006;female;35-54 years;0;42772;0;Barbados2006;;4,246,600,000;16531;Boomers
Barbados;2006;female;5-14 years;0;18922;0;Barbados2006;;4,246,600,000;16531;Millenials
Barbados;2006;female;55-74 years;0;23361;0;Barbados2006;;4,246,600,000;16531;Silent
Barbados;2006;female;75+ years;0;9430;0;Barbados2006;;4,246,600,000;16531;Silent
Barbados;2006;male;15-24 years;0;19356;0;Barbados2006;;4,246,600,000;16531;Millenials
Barbados;2006;male;5-14 years;0;19435;0;Barbados2006;;4,246,600,000;16531;Millenials
Barbados;2007;female;15-24 years;0;19237;0;Barbados2007;;4,523,750,000;17528;Millenials
Barbados;2007;female;25-34 years;0;20074;0;Barbados2007;;4,523,750,000;17528;Generation X
Barbados;2007;female;35-54 years;0;43042;0;Barbados2007;;4,523,750,000;17528;Boomers
Barbados;2007;female;5-14 years;0;18772;0;Barbados2007;;4,523,750,000;17528;Generation Z
Barbados;2007;female;55-74 years;0;24071;0;Barbados2007;;4,523,750,000;17528;Silent
Barbados;2007;female;75+ years;0;9551;0;Barbados2007;;4,523,750,000;17528;Silent
Barbados;2007;male;15-24 years;0;19188;0;Barbados2007;;4,523,750,000;17528;Millenials
Barbados;2007;male;25-34 years;0;19468;0;Barbados2007;;4,523,750,000;17528;Generation X
Barbados;2007;male;35-54 years;0;39190;0;Barbados2007;;4,523,750,000;17528;Boomers
Barbados;2007;male;5-14 years;0;19359;0;Barbados2007;;4,523,750,000;17528;Generation Z
Barbados;2007;male;55-74 years;0;20249;0;Barbados2007;;4,523,750,000;17528;Silent
Barbados;2007;male;75+ years;0;5882;0;Barbados2007;;4,523,750,000;17528;Silent
Barbados;2008;female;35-54 years;1;43278;фев.31;Barbados2008;;4,607,300,000;17760;Boomers
Barbados;2008;female;15-24 years;0;19070;0;Barbados2008;;4,607,300,000;17760;Millenials
